연도,시도,발생시도,발생시,발생동,출동건수,이송건수
2017,서울특별시,서울특별시,강서구,내발산동,1714,1176
2017,서울특별시,서울특별시,강서구,외발산동,207,130
2017,서울특별시,서울특별시,관악구,남현동,1142,712
2017,서울특별시,서울특별시,관악구,봉천동,10910,7259
2017,서울특별시,서울특별시,관악구,신림동,13968,9237
2017,서울특별시,서울특별시,광진구,능동,792,520
2017,서울특별시,서울특별시,광진구,광장동,1281,794
2017,서울특별시,서울특별시,광진구,구의동,3327,2137
2017,서울특별시,서울특별시,광진구,군자동,1070,679
2017,서울특별시,서울특별시,광진구,자양동,4786,2974
2017,서울특별시,서울특별시,광진구,중곡동,3893,2572
2017,서울특별시,서울특별시,광진구,화양동,2027,1245
2017,서울특별시,서울특별시,구로구,궁동,768,487
2017,서울특별시,서울특별시,구로구,항동,142,99
2017,서울특별시,서울특별시,구로구,개봉동,3957,2653
2017,서울특별시,서울특별시,구로구,고척동,2561,1779
2017,서울특별시,서울특별시,구로구,구로동,8306,4941
2017,서울특별시,서울특별시,구로구,오류동,2395,1539
2017,서울특별시,서울특별시,구로구,온수동,531,345
2017,서울특별시,서울특별시,구로구,천왕동,506,355
2017,서울특별시,서울특별시,구로구,가리봉동,1023,585
2017,서울특별시,서울특별시,구로구,신도림동,1733,1098
2017,서울특별시,서울특별시,금천구,가산동,2272,1342
2017,서울특별시,서울특별시,금천구,독산동,5736,3702
2017,서울특별시,서울특별시,금천구,시흥동,6441,4130
2017,서울특별시,서울특별시,노원구,공릉동,3681,2529
2017,서울특별시,서울특별시,노원구,상계동,10040,6609
2017,서울특별시,서울특별시,노원구,월계동,4518,3098
2017,서울특별시,서울특별시,노원구,중계동,4686,3229
2017,서울특별시,서울특별시,노원구,하계동,2170,1526
2017,서울특별시,서울특별시,도봉구,창동,5663,3864
2017,서울특별시,서울특별시,도봉구,도봉동,3612,2310
2017,서울특별시,서울특별시,도봉구,방학동,4253,2816
2017,서울특별시,서울특별시,도봉구,쌍문동,3766,2580
2017,서울특별시,서울특별시,동작구,본동,661,408
2017,서울특별시,서울특별시,동작구,대방동,1672,1130
2017,서울특별시,서울특별시,동작구,동작동,540,294
2017,서울특별시,서울특별시,동작구,사당동,5075,3127
2017,서울특별시,서울특별시,동작구,상도동,4433,3126
2017,서울특별시,서울특별시,동작구,흑석동,1266,823
2017,서울특별시,서울특별시,동작구,상도1동,463,291
2017,서울특별시,서울특별시,동작구,노량진동,2584,1674
2017,서울특별시,서울특별시,동작구,신대방동,2014,1310
2017,서울특별시,서울특별시,마포구,중동,305,199
2017,서울특별시,서울특별시,마포구,공덕동,1420,860
2017,서울특별시,서울특별시,마포구,구수동,77,50
2017,서울특별시,서울특별시,마포구,당인동,65,35
2017,서울특별시,서울특별시,마포구,대흥동,815,529
2017,서울특별시,서울특별시,마포구,도화동,1251,859
2017,서울특별시,서울특별시,마포구,동교동,1130,608
2017,서울특별시,서울특별시,마포구,마포동,304,137
2017,서울특별시,서울특별시,마포구,망원동,2129,1396
2017,서울특별시,서울특별시,마포구,상수동,540,334
2017,서울특별시,서울특별시,마포구,상암동,2077,1282
2017,서울특별시,서울특별시,마포구,서교동,3334,1798
2017,서울특별시,서울특별시,마포구,성산동,2929,1832
2017,서울특별시,서울특별시,마포구,신수동,762,503
2017,서울특별시,서울특별시,마포구,신정동,82,53
2017,서울특별시,서울특별시,마포구,아현동,1391,815
2017,서울특별시,서울특별시,마포구,연남동,881,551
2017,서울특별시,서울특별시,마포구,염리동,618,432
2017,서울특별시,서울특별시,마포구,용강동,328,205
2017,서울특별시,서울특별시,마포구,창전동,566,365
2017,서울특별시,서울특별시,마포구,토정동,61,31
2017,서울특별시,서울특별시,마포구,하중동,52,27
2017,서울특별시,서울특별시,마포구,합정동,1441,833
2017,서울특별시,서울특별시,마포구,현석동,121,81
2017,서울특별시,서울특별시,마포구,노고산동,676,403
2017,서울특별시,서울특별시,마포구,신공덕동,479,342
2017,서울특별시,서울특별시,서초구,내곡동,433,261
2017,서울특별시,서울특별시,서초구,반포동,4233,2439
2017,서울특별시,서울특별시,서초구,방배동,5079,3041
2017,서울특별시,서울특별시,서초구,서초동,6981,3970
2017,서울특별시,서울특별시,서초구,신원동,420,282
2017,서울특별시,서울특별시,서초구,양재동,2651,1550
2017,서울특별시,서울특별시,서초구,염곡동,97,62
2017,서울특별시,서울특별시,서초구,우면동,1151,745
2017,서울특별시,서울특별시,서초구,원지동,314,156
2017,서울특별시,서울특별시,서초구,잠원동,2202,1269
2017,서울특별시,서울특별시,성동구,도선동,405,233
2017,서울특별시,서울특별시,성동구,마장동,1110,744
2017,서울특별시,서울특별시,성동구,사근동,393,252
2017,서울특별시,서울특별시,성동구,송정동,709,432
2017,서울특별시,서울특별시,성동구,옥수동,1053,607
2017,서울특별시,서울특별시,성동구,용답동,1196,799
2017,서울특별시,서울특별시,성동구,응봉동,504,338
2017,서울특별시,서울특별시,성동구,행당동,2520,1587
2017,서울특별시,서울특별시,성동구,홍익동,370,260
2017,서울특별시,서울특별시,성동구,금호동1가,606,419
2017,서울특별시,서울특별시,성동구,금호동2가,406,271
2017,서울특별시,서울특별시,성동구,금호동3가,552,371
2017,서울특별시,서울특별시,성동구,금호동4가,742,460
2017,서울특별시,서울특별시,성동구,성수동1가,1778,1128
2017,서울특별시,서울특별시,성동구,성수동2가,2210,1303
2017,서울특별시,서울특별시,성동구,상왕십리동,274,164
2017,서울특별시,서울특별시,성동구,하왕십리동,1095,761
2017,서울특별시,서울특별시,성북구,길음동,1865,1221
2017,서울특별시,서울특별시,성북구,돈암동,1432,946
2017,서울특별시,서울특별시,성북구,석관동,1605,1086
2017,서울특별시,서울특별시,성북구,성북동,564,365
2017,서울특별시,서울특별시,성북구,장위동,2628,1719
2017,서울특별시,서울특별시,성북구,정릉동,4210,2697
2017,서울특별시,서울특별시,성북구,종암동,2019,1282
2017,서울특별시,서울특별시,성북구,상월곡동,552,312
2017,서울특별시,서울특별시,성북구,하월곡동,2450,1489
2017,서울특별시,서울특별시,성북구,동선동1가,338,192
2017,서울특별시,서울특별시,성북구,동선동2가,146,93
2017,서울특별시,서울특별시,성북구,동선동3가,130,80
2017,서울특별시,서울특별시,성북구,동선동4가,216,119
2017,서울특별시,서울특별시,성북구,동선동5가,77,65
2017,서울특별시,서울특별시,성북구,보문동1가,162,84
2017,서울특별시,서울특별시,성북구,보문동2가,115,75
2017,서울특별시,서울특별시,성북구,보문동3가,140,85
2017,서울특별시,서울특별시,성북구,보문동4가,99,53
2017,서울특별시,서울특별시,성북구,보문동5가,100,62
2017,서울특별시,서울특별시,성북구,보문동6가,182,122
2017,서울특별시,서울특별시,성북구,보문동7가,106,67
2017,서울특별시,서울특별시,성북구,삼선동1가,299,197
2017,서울특별시,서울특별시,성북구,삼선동2가,288,193
2017,서울특별시,서울특별시,성북구,삼선동3가,201,146
2017,서울특별시,서울특별시,성북구,삼선동4가,194,123
2017,서울특별시,서울특별시,성북구,삼선동5가,245,147
2017,서울특별시,서울특별시,성북구,성북동1가,109,66
2017,서울특별시,서울특별시,성북구,안암동1가,116,80
2017,서울특별시,서울특별시,성북구,안암동2가,150,85
2017,서울특별시,서울특별시,성북구,안암동3가,149,104
2017,서울특별시,서울특별시,성북구,안암동4가,73,43
2017,서울특별시,서울특별시,성북구,안암동5가,609,337
2017,서울특별시,서울특별시,성북구,동소문동1가,99,49
2017,서울특별시,서울특별시,성북구,동소문동2가,98,57
2017,서울특별시,서울특별시,성북구,동소문동3가,77,39
2017,서울특별시,서울특별시,성북구,동소문동4가,135,85
2017,서울특별시,서울특별시,성북구,동소문동5가,156,88
2017,서울특별시,서울특별시,성북구,동소문동6가,194,130
2017,서울특별시,서울특별시,성북구,동소문동7가,114,79
2017,서울특별시,서울특별시,송파구,가락동,3486,2160
2017,서울특별시,서울특별시,송파구,거여동,1543,973
2017,서울특별시,서울특별시,송파구,마천동,2432,1566
2017,서울특별시,서울특별시,송파구,문정동,2654,1713
2017,서울특별시,서울특별시,송파구,방이동,2840,1810
2017,서울특별시,서울특별시,송파구,삼전동,1293,853
2017,서울특별시,서울특별시,송파구,석촌동,1570,957
2017,서울특별시,서울특별시,송파구,송파동,1544,1011
2017,서울특별시,서울특별시,송파구,신천동,2044,1265
2017,서울특별시,서울특별시,송파구,오금동,1473,927
2017,서울특별시,서울특별시,송파구,잠실동,4536,2880
2017,서울특별시,서울특별시,송파구,장지동,1677,1064
2017,서울특별시,서울특별시,송파구,풍납동,1613,1060
2017,서울특별시,서울특별시,양천구,목동,5099,3296
2017,서울특별시,서울특별시,양천구,신월동,6386,4177
2017,서울특별시,서울특별시,양천구,신정동,6874,4746
2017,서울특별시,서울특별시,용산구,갈월동,584,321
2017,서울특별시,서울특별시,용산구,남영동,174,89
2017,서울특별시,서울특별시,용산구,도원동,207,128
2017,서울특별시,서울특별시,용산구,동자동,1923,870
2017,서울특별시,서울특별시,용산구,문배동,164,104
2017,서울특별시,서울특별시,용산구,보광동,819,489
2017,서울특별시,서울특별시,용산구,산천동,173,133
2017,서울특별시,서울특별시,용산구,서계동,499,303
2017,서울특별시,서울특별시,용산구,신계동,138,86
2017,서울특별시,서울특별시,용산구,신창동,88,59
2017,서울특별시,서울특별시,용산구,용문동,298,175
2017,서울특별시,서울특별시,용산구,이촌동,1574,906
2017,서울특별시,서울특별시,용산구,주성동,60,39
2017,서울특별시,서울특별시,용산구,청암동,38,21
2017,서울특별시,서울특별시,용산구,한남동,1536,853
2017,서울특별시,서울특별시,용산구,효창동,466,309
2017,서울특별시,서울특별시,용산구,후암동,971,577
2017,서울특별시,서울특별시,용산구,동빙고동,223,144
2017,서울특별시,서울특별시,용산구,서빙고동,358,219
2017,서울특별시,서울특별시,용산구,이태원동,2156,1178
2017,서울특별시,서울특별시,용산구,용산동1가,33,19
2017,서울특별시,서울특별시,용산구,용산동2가,626,351
2017,서울특별시,서울특별시,용산구,용산동3가,48,32
2017,서울특별시,서울특별시,용산구,용산동4가,49,27
2017,서울특별시,서울특별시,용산구,용산동5가,202,120
2017,서울특별시,서울특별시,용산구,용산동6가,164,94
2017,서울특별시,서울특별시,용산구,원효로1가,459,240
2017,서울특별시,서울특별시,용산구,원효로2가,178,106
2017,서울특별시,서울특별시,용산구,원효로3가,184,113
2017,서울특별시,서울특별시,용산구,원효로4가,181,111
2017,서울특별시,서울특별시,용산구,청파동1가,293,181
2017,서울특별시,서울특별시,용산구,청파동2가,224,148
2017,서울특별시,서울특별시,용산구,청파동3가,213,146
2017,서울특별시,서울특별시,용산구,한강로1가,348,187
2017,서울특별시,서울특별시,용산구,한강로2가,485,282
2017,서울특별시,서울특별시,용산구,한강로3가,1082,615
2017,서울특별시,서울특별시,은평구,갈현동,2974,1790
2017,서울특별시,서울특별시,은평구,구산동,1354,887
2017,서울특별시,서울특별시,은평구,녹번동,1677,1036
2017,서울특별시,서울특별시,은평구,대조동,1933,1194
2017,서울특별시,서울특별시,은평구,불광동,3477,2195
2017,서울특별시,서울특별시,은평구,수색동,933,637
2017,서울특별시,서울특별시,은평구,신사동,2246,1393
2017,서울특별시,서울특별시,은평구,역촌동,2277,1434
2017,서울특별시,서울특별시,은평구,응암동,3959,2427
2017,서울특별시,서울특별시,은평구,증산동,855,538
2017,서울특별시,서울특별시,은평구,진관동,2269,1490
2017,서울특별시,서울특별시,종로구,계동,86,53
2017,서울특별시,서울특별시,종로구,묘동,395,173
2017,서울특별시,서울특별시,종로구,재동,98,46
2017,서울특별시,서울특별시,종로구,평동,153,76
2017,서울특별시,서울특별시,종로구,화동,37,24
2017,서울특별시,서울특별시,종로구,가회동,47,32
2017,서울특별시,서울특별시,종로구,견지동,115,57
2017,서울특별시,서울특별시,종로구,경운동,267,155
2017,서울특별시,서울특별시,종로구,공평동,86,48
2017,서울특별시,서울특별시,종로구,관수동,194,117
2017,서울특별시,서울특별시,종로구,관철동,451,249
2017,서울특별시,서울특별시,종로구,관훈동,142,79
2017,서울특별시,서울특별시,종로구,교남동,54,35
2017,서울특별시,서울특별시,종로구,교북동,51,24
2017,서울특별시,서울특별시,종로구,구기동,319,216
2017,서울특별시,서울특별시,종로구,궁정동,41,23
2017,서울특별시,서울특별시,종로구,권농동,34,22
2017,서울특별시,서울특별시,종로구,낙원동,798,358
2017,서울특별시,서울특별시,종로구,내수동,131,93
2017,서울특별시,서울특별시,종로구,내자동,121,63
2017,서울특별시,서울특별시,종로구,누상동,128,85
2017,서울특별시,서울특별시,종로구,누하동,47,33
2017,서울특별시,서울특별시,종로구,당주동,139,82
2017,서울특별시,서울특별시,종로구,도렴동,59,27
2017,서울특별시,서울특별시,종로구,돈의동,448,220
2017,서울특별시,서울특별시,종로구,동숭동,473,285
2017,서울특별시,서울특별시,종로구,무악동,342,188
2017,서울특별시,서울특별시,종로구,봉익동,69,34
2017,서울특별시,서울특별시,종로구,부암동,266,167
2017,서울특별시,서울특별시,종로구,사간동,18,12
2017,서울특별시,서울특별시,종로구,사직동,196,130
2017,서울특별시,서울특별시,종로구,삼청동,72,46
2017,서울특별시,서울특별시,종로구,서린동,128,69
2017,서울특별시,서울특별시,종로구,세종로,655,257
2017,서울특별시,서울특별시,종로구,소격동,47,32
2017,서울특별시,서울특별시,종로구,송월동,17,9
2017,서울특별시,서울특별시,종로구,송현동,3,3
2017,서울특별시,서울특별시,종로구,수송동,194,121
2017,서울특별시,서울특별시,종로구,숭인동,1631,1003
2017,서울특별시,서울특별시,종로구,신교동,81,52
2017,서울특별시,서울특별시,종로구,신영동,235,150
2017,서울특별시,서울특별시,종로구,안국동,68,43
2017,서울특별시,서울특별시,종로구,연건동,291,164
2017,서울특별시,서울특별시,종로구,연지동,116,78
2017,서울특별시,서울특별시,종로구,예지동,106,54
2017,서울특별시,서울특별시,종로구,옥인동,132,91
2017,서울특별시,서울특별시,종로구,와룡동,92,58
2017,서울특별시,서울특별시,종로구,운니동,67,32
2017,서울특별시,서울특별시,종로구,원남동,106,68
2017,서울특별시,서울특별시,종로구,원서동,81,57
2017,서울특별시,서울특별시,종로구,이화동,132,81
2017,서울특별시,서울특별시,종로구,익선동,86,50
2017,서울특별시,서울특별시,종로구,인사동,151,79
2017,서울특별시,서울특별시,종로구,인의동,195,104
2017,서울특별시,서울특별시,종로구,장사동,61,31
2017,서울특별시,서울특별시,종로구,적선동,152,82
2017,서울특별시,서울특별시,종로구,중학동,37,24
2017,서울특별시,서울특별시,종로구,창성동,75,52
2017,서울특별시,서울특별시,종로구,창신동,1866,1109
2017,서울특별시,서울특별시,종로구,청운동,161,107
2017,서울특별시,서울특별시,종로구,청진동,175,101
2017,서울특별시,서울특별시,종로구,체부동,68,39
2017,서울특별시,서울특별시,종로구,충신동,203,137
2017,서울특별시,서울특별시,종로구,통의동,51,32
2017,서울특별시,서울특별시,종로구,통인동,78,53
2017,서울특별시,서울특별시,종로구,팔판동,16,8
2017,서울특별시,서울특별시,종로구,평창동,648,414
2017,서울특별시,서울특별시,종로구,필운동,64,35
2017,서울특별시,서울특별시,종로구,행촌동,261,147
2017,서울특별시,서울특별시,종로구,혜화동,266,158
2017,서울특별시,서울특별시,종로구,홍지동,191,138
2017,서울특별시,서울특별시,종로구,홍파동,51,30
2017,서울특별시,서울특별시,종로구,효자동,44,26
2017,서울특별시,서울특별시,종로구,효제동,108,64
2017,서울특별시,서울특별시,종로구,훈정동,29,13
2017,서울특별시,서울특별시,종로구,명륜1가,170,112
2017,서울특별시,서울특별시,종로구,명륜2가,238,142
2017,서울특별시,서울특별시,종로구,명륜3가,323,222
2017,서울특별시,서울특별시,종로구,명륜4가,181,92
2017,서울특별시,서울특별시,종로구,종로1가,138,67
2017,서울특별시,서울특별시,종로구,종로2가,608,280
2017,서울특별시,서울특별시,종로구,종로3가,581,232
2017,서울특별시,서울특별시,종로구,종로4가,168,90
2017,서울특별시,서울특별시,종로구,종로5가,591,284
2017,서울특별시,서울특별시,종로구,종로6가,444,248
2017,서울특별시,서울특별시,종로구,신문로1가,128,68
2017,서울특별시,서울특별시,종로구,신문로2가,95,61
2017,서울특별시,서울특별시,중랑구,묵동,2535,1744
2017,서울특별시,서울특별시,중랑구,망우동,3490,2362
2017,서울특별시,서울특별시,중랑구,면목동,8130,5323
2017,서울특별시,서울특별시,중랑구,상봉동,2938,1930
2017,서울특별시,서울특별시,중랑구,신내동,3430,2391
2017,서울특별시,서울특별시,중랑구,중화동,2987,2030
2017,서울특별시,서울특별시,동대문구,신설동,786,430
2017,서울특별시,서울특별시,동대문구,용두동,2613,1525
2017,서울특별시,서울특별시,동대문구,이문동,2185,1407
2017,서울특별시,서울특별시,동대문구,장안동,3668,2455
2017,서울특별시,서울특별시,동대문구,전농동,3198,1957
2017,서울특별시,서울특별시,동대문구,제기동,2132,1325
2017,서울특별시,서울특별시,동대문구,회기동,624,368
2017,서울특별시,서울특별시,동대문구,휘경동,1922,1222
2017,서울특별시,서울특별시,동대문구,답십리동,2276,1551
2017,서울특별시,서울특별시,동대문구,청량리동,2057,1211
2017,서울특별시,서울특별시,서대문구,합동,102,62
2017,서울특별시,서울특별시,서대문구,냉천동,162,95
2017,서울특별시,서울특별시,서대문구,대신동,244,138
2017,서울특별시,서울특별시,서대문구,대현동,590,329
2017,서울특별시,서울특별시,서대문구,미근동,227,103
2017,서울특별시,서울특별시,서대문구,봉원동,59,27
2017,서울특별시,서울특별시,서대문구,신촌동,197,112
2017,서울특별시,서울특별시,서대문구,연희동,2042,1345
2017,서울특별시,서울특별시,서대문구,영천동,177,102
2017,서울특별시,서울특별시,서대문구,옥천동,120,65
2017,서울특별시,서울특별시,서대문구,창천동,1750,1000
2017,서울특별시,서울특별시,서대문구,천연동,200,138
2017,서울특별시,서울특별시,서대문구,현저동,350,209
2017,서울특별시,서울특별시,서대문구,홍은동,2638,1757
2017,서울특별시,서울특별시,서대문구,홍제동,2911,1882
2017,서울특별시,서울특별시,서대문구,남가좌동,1811,1185
2017,서울특별시,서울특별시,서대문구,북가좌동,2262,1503
2017,서울특별시,서울특별시,서대문구,북아현동,1141,720
2017,서울특별시,서울특별시,서대문구,충정로2가,260,144
2017,서울특별시,서울특별시,서대문구,충정로3가,421,237
2017,서울특별시,서울특별시,영등포구,당산동,477,277
2017,서울특별시,서울특별시,영등포구,대림동,3355,2010
2017,서울특별시,서울특별시,영등포구,도림동,871,574
2017,서울특별시,서울특별시,영등포구,신길동,4862,3117
2017,서울특별시,서울특별시,영등포구,양평동,92,44
2017,서울특별시,서울특별시,영등포구,양화동,212,104
2017,서울특별시,서울특별시,영등포구,여의도동,3782,2157
2017,서울특별시,서울특별시,영등포구,영등포동,2241,985
2017,서울특별시,서울특별시,영등포구,당산동1가,381,215
2017,서울특별시,서울특별시,영등포구,당산동2가,244,143
2017,서울특별시,서울특별시,영등포구,당산동3가,833,469
2017,서울특별시,서울특별시,영등포구,당산동4가,357,238
2017,서울특별시,서울특별시,영등포구,당산동5가,420,284
2017,서울특별시,서울특별시,영등포구,당산동6가,470,303
2017,서울특별시,서울특별시,영등포구,문래동1가,191,104
2017,서울특별시,서울특별시,영등포구,문래동2가,105,59
2017,서울특별시,서울특별시,영등포구,문래동3가,801,499
2017,서울특별시,서울특별시,영등포구,문래동4가,92,58
2017,서울특별시,서울특별시,영등포구,문래동5가,175,98
2017,서울특별시,서울특별시,영등포구,문래동6가,264,176
2017,서울특별시,서울특별시,영등포구,양평동1가,272,172
2017,서울특별시,서울특별시,영등포구,양평동2가,337,225
2017,서울특별시,서울특별시,영등포구,양평동3가,416,300
2017,서울특별시,서울특별시,영등포구,양평동4가,370,221
2017,서울특별시,서울특별시,영등포구,양평동5가,211,134
2017,서울특별시,서울특별시,영등포구,양평동6가,139,92
2017,서울특별시,서울특별시,영등포구,영등포동1가,243,125
2017,서울특별시,서울특별시,영등포구,영등포동2가,462,245
2017,서울특별시,서울특별시,영등포구,영등포동3가,1214,530
2017,서울특별시,서울특별시,영등포구,영등포동4가,706,358
2017,서울특별시,서울특별시,영등포구,영등포동5가,435,207
2017,서울특별시,서울특별시,영등포구,영등포동6가,236,109
2017,서울특별시,서울특별시,영등포구,영등포동7가,316,187
2017,서울특별시,서울특별시,영등포구,영등포동8가,223,144
2017,서울특별시,서울특별시,미상,미상,5,2
