경찰서명,년월일,신고수,유동인구수01_06시간대,유동인구수07_12시간대,유동인구수13_18시간대,유동인구수19_00시간대,연령대유동인구수_10대,연령대유동인구수_20대,연령대유동인구수_30대,연령대유동인구수_40대,연령대유동인구수_50대,연령대유동인구수_60대,연령대유동인구수_70대이상
서울강서경찰서,20181231,317,163209.91,664969.06,915551.65,488244.82,114886.74,316351.15,480804.79,478349.74,445287.02,295631.96,100738.61
서울강서경찰서,20181230,280,153248.24,493219.24,755813.29,377149.98,109469.67,263612.2,378100.94,349042.62,339371.77,248906.01,91008.7
서울강서경찰서,20181229,349,190760.98,580557.17,809918.95,442490.16,115999.5,297489.09,433161.8,415365.49,402625.95,272091.49,87065.01
서울강서경찰서,20181228,386,202423.95,758161.96,896696.17,531185.34,109050.79,328470.32,516225.1,529795.48,485318.95,317405.09,102267.52
서울강서경찰서,20181227,304,221962.91,792231.23,881770.66,501399.42,92781.88,313515.3,512563.84,543392.99,493024.47,327452.75,114704.23
서울강서경찰서,20181226,297,207243.82,801749.07,891878.62,481239.98,99589.37,325303.68,506849.26,530317.96,487087.4,322665.52,110364.52
서울강서경찰서,20181225,296,168005.58,510404.44,792679.33,392664.45,133665.81,289158.78,390041.89,362267.91,353754.52,249332.78,85603.53
서울강서경찰서,20181224,306,186946.88,722332.6,961796.48,515593.28,113940.26,341267.71,512143.46,514634.71,478347.77,319297.65,107108.56
서울강서경찰서,20181223,324,157257.06,502651.2,765993.68,385111.16,119230.58,279886.53,387907.49,351632.51,345616.91,242122.35,84684.34
서울강서경찰서,20181222,384,209337.77,682274.2,961491.67,431304.29,130887.1,318070.24,481661.14,473271.78,455762.79,317972.84,106846.72
서울강서경찰서,20181221,392,215167.57,801881.24,974747.05,568854.51,110446.44,347902.95,550302.93,569232.3,525631.93,342762.94,114437.57
서울강서경찰서,20181220,336,218715.23,790254.1,890802.42,505933.26,99730.59,325094.8,525928.38,551242.01,494320.23,305223.26,104229.17
서울강서경찰서,20181219,326,221373.11,821322.71,927613.75,514411.02,99862.37,324746.24,528307.09,555640.11,516425.6,343436.8,116365.71
서울강서경찰서,20181218,316,217032.2,832739.31,908186,509247.15,99271.91,322627.67,520324.7,552344.06,513575.15,343777.47,115356.04
서울강서경찰서,20181217,294,215498.46,817572.61,888896.99,467408.63,96337.57,316136.68,509231.11,529890,496426.26,330013.8,111421.04
서울강서경찰서,20181216,317,160287.15,503749.94,743771.04,380742.9,106286.3,265663.42,385264.79,353229.7,351540.6,244580.69,82054.63
서울강서경찰서,20181215,320,204008.03,678916.74,1005635.22,496708.69,125402.32,327514.87,513837.72,495005.05,487887.58,329308.3,106385.04
서울강서경찰서,20181214,261,212994.77,809532.7,962445.99,569081.12,112981.18,339015.82,549999.14,568839.22,527058.08,343515.42,112707.76
서울강서경찰서,20181213,273,226175.85,811086.99,911921.15,516826.27,98757.8,329190.41,533159.65,557712.31,509317.53,327512.12,110422.57
서울강서경찰서,20181212,273,224803.11,831424.31,925950.32,516631.44,101111.13,326330.06,534571.6,558558.76,518679.11,343588.7,116034.35
서울강서경찰서,20181211,268,219533.14,836488.3,899616.15,510237.44,97446.55,324486.21,525591.22,551986.91,510658.54,341608.12,114170.18
서울강서경찰서,20181210,240,219936.03,821179.39,866760.71,469549.93,95961.29,318628.12,510933.26,530407.17,490083.42,323360.91,108128.25
서울강서경찰서,20181209,263,162255.05,524778.74,786342.33,392026.57,110538.01,274411.32,401459.34,370189.54,366667.14,255162.53,87044.09
서울강서경찰서,20181208,303,208143.5,702797.32,1015175.54,507116.44,125650.11,335128.75,525546.26,505611.93,496699.03,335342.08,109324.44
서울강서경찰서,20181207,264,226171.42,833510.85,972364.87,575092.28,113951.9,346604.92,561308.49,580480.21,535306.95,353509.24,116094.03
서울강서경찰서,20181206,255,231642.19,801423.31,873883.31,501339,99533.19,322055.72,517779.43,539109.08,497889.33,326139.61,105907.92
서울강서경찰서,20181205,261,220960.49,790540.46,858388.63,506503.27,98151.16,313383.72,512970.25,532569.2,488898.99,322519.25,108037.85
서울강서경찰서,20181204,248,224778.81,822582.91,841514.9,420410.06,90559.04,299215.53,494292.44,519372.07,477165.59,321196.98,107617.4
서울강서경찰서,20181203,226,225984.53,794179.71,886295.27,483992.26,95601.72,317709.46,513405.18,531422.67,491533.56,329655.97,111257.04
서울강서경찰서,20181202,369,150679.97,514319.61,808396.31,390290.94,108671.9,273790.3,404462.96,371009.27,366619.54,252766.1,86497.47
서울강서경찰서,20181201,337,199370.53,682111.86,911841.68,475066.26,117785.23,321412.2,498063.73,473032.65,459726.62,304567.87,93919.25
서울강서경찰서,20181130,300,229349.3,845198.79,987551.62,575589.96,108904.86,354153.3,573180.95,592352.92,540476.9,353079.88,115655.4
서울강서경찰서,20181129,248,233809.17,759227.78,886038.11,521530.76,95443.51,322034.85,519060.32,538791.68,495009.53,323923.78,106465.71
서울강서경찰서,20181128,268,234073.34,809054.9,789195.13,511625.17,95711.67,306351.44,501683.92,523465.58,486012.2,322563.76,108294.87
서울강서경찰서,20181127,263,227489.79,852730.49,811818.35,513020.45,90436.44,318413.77,519342.03,540136.72,495909.6,329681.2,111267.3
서울강서경찰서,20181126,280,229366.22,822201.47,879486.71,477378.87,96536.29,323782.74,518833.67,536726.68,495000.25,327368.92,110309.74
서울강서경찰서,20181125,261,162952.01,555360.53,859122.05,410302.95,119141.28,287745.15,428820.97,399893.53,388731.86,270052.59,93476.71
서울강서경찰서,20181124,311,212588.87,737395.48,1031386.44,513773.09,131468.24,343856.6,538460.35,520245.6,505816.37,342191.27,113220.87
서울강서경찰서,20181123,275,222298,835262.04,974615.04,579740.86,113176.07,351807.82,562287.45,578893.73,533668.11,354868.96,117389.31
서울강서경찰서,20181122,247,240935.03,851367.57,899766.38,522295.57,99862.68,335156.14,534970.48,563597.53,523264.69,342698.62,114998.99
서울강서경찰서,20181121,251,235884.25,849290.48,913152.05,519600.5,106817.31,328960.06,536344.18,560938.04,519533.07,346208.93,119308.09
서울강서경찰서,20181120,295,234853.21,848919.65,868631.6,517835.23,92955.59,324271.44,527921.89,553073.46,512457.98,343386.17,116358.69
서울강서경찰서,20181119,244,238922.25,818861.35,913854.37,493290.31,95012.39,329152.07,529657.76,545542.87,508552.25,340381.07,116820.86
서울강서경찰서,20181118,301,159355.24,544944.95,859450.06,407719.13,115978.68,288789.65,425592.58,391876.95,388791.29,267348.94,93280.65
서울강서경찰서,20181117,301,213973.38,712680.79,944001.55,498920.53,125792.78,338868.78,517615.28,490806.4,476612.51,318770.39,101266.59
서울강서경찰서,20181116,321,232701.63,847920.6,1003164.06,582438.92,112188.64,358827.33,576790.8,596969.88,544081.78,357201.56,120338.62
서울강서경찰서,20181115,355,233548.07,768692.95,830593.95,510464.82,90714.94,316374.97,513192.7,530932.42,480882.99,310582.72,100803.54
서울강서경찰서,20181114,284,241151.05,801615.07,783441.73,511518.82,97811.52,304984.97,498752.72,522235.15,485558.25,321369.37,107209.87
서울강서경찰서,20181113,361,236910.82,847550.2,821998.67,511153.48,88015.06,317257.27,519257.7,541943.38,502994.41,333365.76,114966.22
서울강서경찰서,20181112,286,240740.59,926697.68,1011549.91,486342.2,111562.93,357677.07,572631.53,587258.3,544227.71,363059.43,129092.93
서울강서경찰서,20181111,291,161740.17,573157.6,896467.46,422606.39,122516.69,294317.62,442412.39,413943.36,405162.16,278636.3,97161.77
서울강서경찰서,20181110,398,216857.91,758001.13,1040069.41,521952.92,135143.96,351374.92,548902.26,527066.69,511118.37,347173.02,116260.1
서울강서경찰서,20181109,281,222390.73,833216.82,974667.52,578063.06,114961.4,351699.08,562160.36,578832.02,533189.97,350737.23,116931.4
서울강서경찰서,20181108,274,247170.16,847719.85,908269.31,531461.03,97841.56,336924.57,537697.41,565343.72,528547.48,350167.07,118288.18
서울강서경찰서,20181107,286,239920.49,856720.78,922369.09,527191.27,106251.42,331839.01,538564.98,565194.14,526919.17,354733.54,122873.85
서울강서경찰서,20181106,295,245137.7,870467.28,959758.25,530291.76,94848.81,336777.22,554822.59,585203.03,545653.19,363645.17,124886.75
서울강서경찰서,20181105,261,249578.67,858089.74,928375.62,421002.85,94355.02,322986.33,523893.92,544556.21,509806.17,342418.47,119218.74
서울강서경찰서,20181104,324,167772.35,547775.58,828963.97,411756.87,112839,286059.08,421467.69,388771.51,387379.98,267500.12,92440.5
서울강서경찰서,20181103,340,220816.73,767888.73,1042081.42,533883.59,133249.25,357779.04,558138.53,529860.78,516114.32,351339.18,118342.24
서울강서경찰서,20181102,263,239533.08,853398.48,982388.35,577747.52,118493.09,353976.39,572363.51,591997.63,542599.36,355239.47,118564.4
서울강서경찰서,20181101,288,243304.16,817790.73,709939.7,508260.2,84750.29,300546.93,492602.07,515718.33,471700.86,310035.57,104125.23
서울강서경찰서,20181031,319,249000.4,849005.73,950267.49,528977.73,111677.49,329854.32,548244.94,576837.6,534656.99,354539.87,121615.25
서울강서경찰서,20181030,272,246976.32,847087.09,920329.82,513327.63,97456.12,326037.07,538478.28,565338.84,527274.23,351044.64,122266.49
서울강서경찰서,20181029,315,252281.52,952073.26,1026723.52,497155.83,116161.57,360294.15,583613.29,601938.16,558600.3,373746.21,134051.98
서울강서경찰서,20181028,278,166932.92,603445.09,868764.65,443465.84,122444.96,292303.94,448116.16,418326.76,414735.42,285825.55,101030.33
서울강서경찰서,20181027,326,221101.62,790522.91,1055176.03,544319.47,137945.01,357727.86,564795.07,541068.51,528554.95,359153.78,122023
서울강서경찰서,20181026,338,247922.62,871545.03,975645.83,589362.91,123525.68,352419.1,578287.4,597154.34,547880.95,361805.24,123564.26
서울강서경찰서,20181025,315,252006.91,845243.57,939387.15,532343.24,101419.14,338673.42,551281.58,576621.4,533042.89,347066.53,121057.08
서울강서경찰서,20181024,258,250506.18,864987.83,965353.49,541305.26,113669.11,338764.92,555891.94,583081.03,540692.89,364065.73,126151.62
서울강서경찰서,20181023,260,253756.15,878376.87,987325.74,536184.4,103927.7,340546.11,566771.35,594897.49,552513.63,369248.68,127907.07
서울강서경찰서,20181022,286,258215.83,868801.81,932239.63,426870.57,99631.65,322892.73,529577.96,551845.83,514324.28,345851.16,122182.42
서울강서경찰서,20181021,350,174858.68,579640.56,893814,431299.93,120400,296604.88,449064.53,417533.01,411416,286244.39,98533.53
서울강서경찰서,20181020,384,222434.95,803837.63,1083090.49,545936.91,141294.71,361915.71,578648.12,551214.62,534504.04,363564.7,124309.95
서울강서경찰서,20181019,335,254130.87,890252.32,1011502.24,591288.55,132008.17,358701.49,588415.4,612420.66,561359.62,369238.24,125186.74
서울강서경찰서,20181018,330,256671.63,849984.21,940968.35,530722.43,106353.89,339909.22,557976.34,585282.84,533126.92,335781.66,120083.58
서울강서경찰서,20181017,314,262430.89,886469.54,987412.34,548219.37,125297.27,343311,569313.07,597023.1,551670.78,368923.58,129149.58
서울강서경찰서,20181016,298,259270.22,880641.52,999256.66,536572.44,111375.23,344285.6,570104.37,594905.69,553866.13,371614.11,129760.01
서울강서경찰서,20181015,248,260628.67,871988.88,951678.07,506586.38,105843.54,336925.66,552976.73,573854.72,533828.06,359969.48,127650.99
서울강서경찰서,20181014,342,177699.63,609893.61,978862.89,444367.94,126255.09,309061.5,478562.65,445892.19,438301.36,306462,106473.08
서울강서경찰서,20181013,347,224902.73,811460.39,1095997.03,548994.7,144023.8,360674.23,582708.81,557344.16,542426.06,368315.77,126011.11
서울강서경찰서,20181012,319,262279.66,923202.5,1063666.35,611720.11,138179.81,369258.41,608743.82,637510.82,584425.85,387675.21,135233.46
서울강서경찰서,20181011,310,251704.71,874652.3,909477.17,514293.37,101238.5,332443.91,548129.71,575533.17,527081.84,343591.23,122277.68
서울강서경찰서,20181010,284,256966.88,913985.74,886254.75,486367.41,118365.08,325309.25,540352.33,566735.52,524090,348067.72,120814.29
서울강서경찰서,20181009,334,216981.32,623644.53,896685.71,462768.05,109928.32,291314.12,462122.69,450302.06,458105.57,316330.68,112143.59
서울강서경찰서,20181008,312,219089.29,742592.64,989412.06,558248.97,109634.56,329447.92,537385.8,548774.85,515293.75,346282.57,122690.89
서울강서경찰서,20181007,299,175089.01,591005.9,896833.98,426064.07,117610.22,298830.32,450829.8,418741.18,413078.02,288633.64,101430.39
서울강서경찰서,20181006,341,165455.29,552680.49,799742.73,472316.01,106437.9,286661.6,441206.77,412304.92,394904.56,265285.29,83558.04
서울강서경찰서,20181005,367,226167.91,826471.91,883287.98,471812.76,96916.08,315096.23,525512.85,548334.96,494864.58,322470.4,104717.95
서울강서경찰서,20181004,302,246737.56,899320.17,877985.81,497864.16,96123.08,324978.53,538283.01,565783.46,521036.71,351400.72,124471.72
서울강서경찰서,20181003,354,222053.19,624738.05,899719.56,485621.53,104534.86,299592.11,477695.8,458507.82,459559.9,320522.42,111887.37
서울강서경찰서,20181002,305,248655.41,866265.96,979717.76,597167.2,99082.28,350469.71,583603.83,604560.12,555405.17,369951.16,128899.68
서울강서경찰서,20181001,309,261087.41,844802.38,919133.97,501127.17,91059.78,336831.23,541396.03,566812.41,520914.05,349381.54,119929.08
서울강서경찰서,20180930,335,172478.12,572117.98,814804.92,407760.11,108965.29,288599.09,423096.9,391590.1,387854.59,270805.23,96387.61
서울강서경찰서,20180929,395,221350.33,708409.34,946435.76,514336.93,116088.43,333896.51,519104.55,494565.23,479355.13,333714.19,113947.54
서울강서경찰서,20180928,315,228582.24,763743.88,968770.05,576330.46,101872.46,338986.88,548792,561223.59,519384.96,348118.13,119184.87
서울강서경찰서,20180927,361,240201.35,892902.9,913932.64,516258.37,101462.34,327825.02,549725.16,579811.94,529787.78,354229.92,120606.73
서울강서경찰서,20180926,267,231955.17,736969.55,918725.24,515144.06,101994.78,311793.05,512573.57,520653.84,498681.71,340389.52,116858.84
서울강서경찰서,20180925,253,120818.93,518701.83,799415.64,424725.14,128703.07,260993.43,402227.77,383191.28,358379.13,242777.53,87547.56
서울강서경찰서,20180924,213,128327.52,704908.71,872069.55,381404.49,174686.45,287804.12,448029.89,438309.33,398381.51,249790.18,89851.21
서울강서경찰서,20180923,355,149219.52,535124.85,647651.68,318981.04,111297.72,236482.03,356161.2,332407.89,315544.94,220225.67,79010.93
서울강서경찰서,20180922,446,200724.35,645316.08,857338.52,435338.93,114291.41,295396.2,460567.53,440130.67,428445.57,298920.03,101096.38
서울강서경찰서,20180921,384,244296.91,879197.43,994599.03,537864.33,117321.87,347470.85,579150.25,596565.52,539359.41,356076.93,120146.52
서울강서경찰서,20180920,397,233664.94,886485.48,949879.24,534652.39,106801.58,330671.47,561167.23,593840.39,538538.78,357059.05,116741.68
서울강서경찰서,20180919,331,241856.92,849200.97,937730.7,544666.44,99454.66,323993.93,547451.26,582799.78,537803.44,360256.58,121830.22
서울강서경찰서,20180918,352,239817.65,827680.38,895869.92,530782.14,85932.26,317281.86,533453.53,564570.35,521432.09,350781.31,120848.23
서울강서경찰서,20180917,316,236552.7,806767.79,876730.24,498512.11,86338.72,312650.64,518226.58,543819.97,501723.52,338758.69,117195.2
서울강서경찰서,20180916,369,150414.87,536528.39,813584.2,383409.76,103019.22,267862.97,414622.99,380487.25,371176.16,258381.59,88533.49
서울강서경찰서,20180915,416,201125.71,701461.81,937618.63,478248.81,115966.45,316479.07,502461.1,481634.04,471877.09,321789.27,108370.52
서울강서경찰서,20180914,308,237759.39,811136.64,938675.97,561006.02,102408.21,330763.57,545752.84,571629.49,528995.76,350037.44,119132.49
서울강서경찰서,20180913,332,234907.14,819950.75,881357.01,525374.82,91017.21,314720.5,524051.73,555339.33,514792.77,344109.32,117703.8
서울강서경찰서,20180912,329,238996.24,823723,891821.87,512781.96,101152.51,312203.82,525203,553824.42,512999.31,343837.31,118246.84
서울강서경찰서,20180911,331,260690.2,921160.86,874016.77,504942.76,98233.52,325295.9,544246.85,578560.4,534099.76,357076.58,123442.75
서울강서경찰서,20180910,296,261332.72,925437,952824.44,531115.16,110589.18,346935.9,569489.72,595073.64,552474.14,368854.34,127427.96
서울강서경찰서,20180909,338,176482.83,587526.12,871393.68,450196.09,119235.86,300695.76,456771.04,417806.66,407518.43,283104.7,100607.64
서울강서경찰서,20180908,399,231618.54,781406.77,1017904.61,557796.17,136019.67,354391.76,567259.48,537587.37,520819.27,351347.45,121412.08
서울강서경찰서,20180907,357,244120.99,848896.29,963733.94,600608.12,110474.3,348672.55,572015.85,596608.96,546260.29,361218.36,122236
서울강서경찰서,20180906,343,257075.19,906867.32,971930.53,561386.09,102689.13,348252.59,578226.35,608557.68,559167.57,372453.38,128051.33
서울강서경찰서,20180905,371,262189.2,914529.27,974792.71,572503.69,108671.87,350661.89,587066.88,613389.9,564586.57,371678.04,128096.66
서울강서경찰서,20180904,318,243849.08,869792.1,948527.74,562862.77,105574.69,337326.64,563294.3,589155.15,545005.96,362242,122579.81
서울강서경찰서,20180903,302,248688.94,854643.85,882085.3,481664.67,101699.4,326342,533742.35,553811.31,508581.05,332072.49,110977.17
서울강서경찰서,20180902,405,174409.59,566440.63,843516.28,450799.35,116684.27,299544.43,446322.16,404014.76,397983,274165.78,96594.05
서울강서경찰서,20180901,432,237166.73,772399.2,996519.36,500314.62,129819.27,356636.38,545423.5,516391.13,503992.2,340287.12,113964.14
서울강서경찰서,20180831,409,250482.45,886655.77,988791.69,640210.01,118540.37,366581.46,598278.78,621588.39,563524.79,372399.19,125339.43
서울강서경찰서,20180830,306,230418.86,846954.66,909778.78,535237.42,100154.86,334214.56,549817.08,569778.53,517636.07,337965.55,112926.51
서울강서경찰서,20180829,306,227737.33,821899.92,898271.91,485693.24,102706.89,327150.21,532691.62,551522.16,497837.62,318382.32,103415.49
서울강서경찰서,20180828,389,243192.7,852176.03,909592.39,526954.37,100595.4,336508.21,549037.17,577577.66,521970,334854.71,111480.66
서울강서경찰서,20180827,282,243995.87,908259.61,884600.43,491191.22,104858.23,342492.44,545962.89,566312.93,518852.25,337481.48,112193.31
서울강서경찰서,20180826,372,175658.45,574871.54,815173.25,426644.38,116069.92,296104.11,430187.18,396287.44,388763.18,270979.8,94073.07
서울강서경찰서,20180825,379,224146.21,767888.2,1010075.58,553932.39,137838.24,356899.97,555065.66,531749.99,510340.73,346481.31,117761.8
서울강서경찰서,20180824,304,218423.4,811883.36,997861.78,655270.82,98590.28,378441.24,597145,600641.91,551295.14,349338.94,108098.23
서울강서경찰서,20180823,351,231109.84,797029.1,835461.66,474794.33,98458.76,304798.79,505652.56,526234.53,484809.75,316232.98,102309.67
서울강서경찰서,20180822,368,257000.77,866693.45,976140.37,582066.52,112504.45,349876.67,577015.14,600799.7,555938.23,363726.27,122153.27
서울강서경찰서,20180821,321,254137.03,900066.05,938298.18,561422.02,112349.02,353259.87,572339.39,596607.71,546110.38,355221.2,118151
서울강서경찰서,20180820,301,257268.28,882711.91,938094.46,522456.97,115689.41,349248.96,554773.74,576979.23,532761.17,353538.53,117653.71
서울강서경찰서,20180819,303,176502.73,564819.47,787003.06,454331.58,120069.25,299235.23,430388.09,396520.17,379789.46,263416.82,93340.47
서울강서경찰서,20180818,384,227149.83,713868.8,907219.77,536453.56,127022.56,338657.88,520956.2,496871.8,476797.72,317240.07,107249.44
서울강서경찰서,20180817,352,251986.91,858894.04,997111.86,612982.53,121225.07,360813.44,589577.49,606699.28,556197.71,364010.66,122548.5
서울강서경찰서,20180816,331,241574.17,883945.89,943761.74,527622,112839.74,336469.41,559208.68,583141.22,533817.17,350692.3,120841.51
서울강서경찰서,20180815,358,224405.88,619596.21,854430.07,481420.17,119168.46,298925.54,470927.06,455342.58,435539.42,296034.43,104019.79
서울강서경찰서,20180814,320,243563.21,846286.61,979671.33,621342.14,116353.04,352527.44,585648.9,601387.36,550068.98,362558.61,122435.19
서울강서경찰서,20180813,304,246387.51,845856.48,923699.2,520667.63,109096.71,335806.22,545055.08,561143.67,519213.06,346563.67,119840.57
서울강서경찰서,20180812,301,176196.17,557832.49,795575.53,448621.66,127979.21,293676.72,425435.78,399490.3,376534.95,260940.53,94273.15
서울강서경찰서,20180811,349,220353.45,682963.59,880812.63,549308.96,131497.61,333475.28,510556,484493.09,459490.07,307370.29,106662.22
서울강서경찰서,20180810,337,247429.23,854548.25,990012.8,635998.35,114855.99,364431.73,595663.15,607551.67,556854.61,363594.38,125136.12
서울강서경찰서,20180809,314,231249.24,839037.95,919328.55,563183.25,119428.76,337714.84,550555.8,567617.91,519705.22,339180.46,118702.88
서울강서경찰서,20180808,283,226805.8,850211.57,939346.55,625716.95,113956.57,353636.17,572072.82,593996.31,539218.96,348843.84,120462.45
서울강서경찰서,20180807,324,221715.9,847331.77,920577.53,616059.75,111099.34,347138.52,563183.85,579233.12,533408.84,350383.88,121340.45
서울강서경찰서,20180806,291,217351.04,840315.42,900534.83,573964.3,111428.95,338478.53,547086.67,566137.39,512497.97,338701.24,117945.62
서울강서경찰서,20180805,270,173660.64,539509.01,773919.49,490864.09,132231.8,295124.56,429617.29,396796.82,372723.12,257083.07,94500.17
서울강서경찰서,20180804,331,213556.89,652058.21,854405.32,562164.19,135972.61,328292.63,500155.74,472114.33,442182.38,297500.46,106074.94
서울강서경찰서,20180803,295,215538.92,777126.65,930627.11,630793.69,127825.57,347109.58,559675.87,559666.12,507384.53,334561.56,117972.5
서울강서경찰서,20180802,289,220924.15,794129.82,894895.19,598744.32,126017.72,338960.23,541902.86,552094.59,505593.19,327668.57,116564.22
서울강서경찰서,20180801,308,234627.53,884634.34,919392.51,612745.38,131867.02,348793.41,577419.58,593618.54,535912.63,343779.96,120120.72
서울강서경찰서,20180731,361,225366.6,830323.98,944345.76,640964.3,122710.83,344037.25,572871.76,590494.05,539254.9,352326.89,119418.78
서울강서경찰서,20180730,308,229047.36,874434.83,934744.96,603574.81,121673.14,343768.45,569649.79,590946.53,540578.91,353522.44,121769.63
서울강서경찰서,20180729,357,177139.12,563129.09,803511.7,505473.74,134095.71,302719.98,447989.27,420785.95,385209.53,262859.61,95703.34
서울강서경찰서,20180728,380,232508.83,721855.14,945714.85,552846.06,141157.31,337394.4,535369.21,522286.78,485475.76,322076.53,109266.79
서울강서경찰서,20180727,361,238970.66,892556.9,1003592.62,693106.6,125696.03,373018.8,614775.55,637966.34,575984.05,374735.23,126151.08
서울강서경찰서,20180726,348,238949.09,888827.2,933701.69,636062.78,115309.13,352669.81,578989.27,612877.45,551961.66,362827.04,123015.41
서울강서경찰서,20180725,329,237837.84,903801.8,950886.75,643295.13,116320.32,357010.26,590142.78,621226.2,560668.58,366525.74,124032.22
서울강서경찰서,20180724,303,233700.56,929918.86,945926.03,623452.37,113044.36,351972.83,588140.52,626406.6,562675.77,367123.2,123748.94
서울강서경찰서,20180723,305,231846.36,903224.7,914223.13,593069.62,110815.59,347221.06,569903.14,594923.36,540833.53,356688.83,122094.09
서울강서경찰서,20180722,345,179272.23,566196.26,810605.72,505214.71,134994.66,304004.77,452559.79,418148.3,389937.1,266162.66,95595.48
서울강서경찰서,20180721,389,233920.9,737634.95,960343.52,610318.94,146642.14,354059.39,554764.17,539251.76,498647.35,335547.01,113396.5
서울강서경찰서,20180720,356,241374.16,914274.35,1008309.19,700321.39,133707.27,379305.35,618169.82,644932.82,581948.87,379935.7,126387.84
서울강서경찰서,20180719,403,239575.46,916662.89,961634.1,645376.28,120942.98,363112.64,593306.56,627229.46,566436.39,368235.62,124090.07
서울강서경찰서,20180718,313,240984.45,910625.08,966822.12,644561.57,123600.17,362012.88,592713.82,624337.8,567434.76,368770.29,124237.33
서울강서경찰서,20180717,310,233794.08,911162.76,986871.72,647655.46,119133.14,363560.69,594809.05,626546.97,572651.2,375785.35,127102.73
서울강서경찰서,20180716,288,233382.38,896261.18,923749.7,598381.18,115389.25,352269.14,570197.83,598344.49,541145.95,353898.99,120646.42
서울강서경찰서,20180715,295,176365.42,564941.43,808418.97,509085.88,131165.75,303701.09,447469.95,418721.22,393244.09,268573.65,96037.86
서울강서경찰서,20180714,324,227615.64,744529.96,956499.21,601560.52,144470.18,350988.58,551438.26,534851.73,499067.53,335136.22,114353.87
서울강서경찰서,20180713,326,231872.21,869860.11,998140.56,672465.05,128993.76,363685.29,597043.42,622958.69,565053.43,368985.31,125715.01
서울강서경찰서,20180712,369,233059.02,888121.68,948416.44,607302.06,113610.24,346602.53,572897.25,605178.38,549555.66,365030.63,124136.53
서울강서경찰서,20180711,345,225570.35,911175.08,951954.5,602906.28,116139.68,346468.66,578140.77,609020.29,554234.21,364437.4,123265.51
서울강서경찰서,20180710,337,193523.02,760417.78,898656.37,569422.97,100250.34,316731.83,520595.32,543496.37,496646.28,330418.46,113981.09
서울강서경찰서,20180709,303,212017.69,809929.52,822574.28,499219.95,90937.81,309524.07,506808.65,531060.71,485723.69,314113.08,105694.05
서울강서경찰서,20180708,331,160196.73,524123.24,803645.47,455682.96,112710.88,279547.9,421514.12,393521.03,378588.54,263580.16,94285.62
서울강서경찰서,20180707,414,223239.73,737553.86,925243.15,557462.86,126358.19,334782.96,531530.81,512137.75,491221.01,333833.39,113737.75
서울강서경찰서,20180706,329,234761.9,868884.79,981414.05,667016.22,118667.81,362275.28,595395.74,614023.36,565890.5,370590.04,125342.85
서울강서경찰서,20180705,351,242033.3,898674.68,913695.22,593665.73,102331.01,347455.84,569622.73,594792.65,550845.44,361039.92,122089.12
서울강서경찰서,20180704,320,235468.8,873078.69,937685.18,612733.85,108070.75,343991.5,571185,598813.65,553318.41,361316.12,122377.34
